key,group,subgroup,model,prompt,subject,window,true_label,n_citations_raw,latency_sec,local_faithfulness,local_relevance,local_completeness
dalia|S7|w1768,dalia,main,qwen3.5:9b,150,7,,,3,11.1,2,3,2
dalia|S7|w1796,dalia,main,qwen3.5:9b,150,7,,,4,10.64,3,3,3
dalia|S7|w1800,dalia,main,qwen3.5:9b,150,7,,,3,12.18,3,3,3
dalia|S7|w1801,dalia,main,qwen3.5:9b,150,7,,,5,12.73,3,3,3
dalia|S7|w1804,dalia,main,qwen3.5:9b,150,7,,,3,10.59,2,3,2
dalia|S7|w1927,dalia,main,qwen3.5:9b,150,7,,,2,11.07,3,3,3
dalia|S7|w1931,dalia,main,qwen3.5:9b,150,7,,,1,11.06,2,3,2
dalia|S7|w1932,dalia,main,qwen3.5:9b,150,7,,,4,13.21,2,3,2
dalia|S7|w1939,dalia,main,qwen3.5:9b,150,7,,,1,8.97,3,3,3
dalia|S7|w1943,dalia,main,qwen3.5:9b,150,7,,,4,11.82,3,3,3
dalia|S8|w1970,dalia,main,qwen3.5:9b,150,8,,,3,9.23,2,3,2
dalia|S8|w1972,dalia,main,qwen3.5:9b,150,8,,,0,10.33,3,3,3
dalia|S8|w2000,dalia,main,qwen3.5:9b,150,8,,,2,10.31,3,3,3
dalia|S8|w2011,dalia,main,qwen3.5:9b,150,8,,,3,12.75,0,0,0
dalia|S8|w2041,dalia,main,qwen3.5:9b,150,8,,,4,13.5,3,3,3
dalia|S8|w2045,dalia,main,qwen3.5:9b,150,8,,,3,11.04,2,3,2
dalia|S8|w2046,dalia,main,qwen3.5:9b,150,8,,,3,11.84,2,3,2
dalia|S8|w2048,dalia,main,qwen3.5:9b,150,8,,,3,10.03,3,3,3
dalia|S8|w2049,dalia,main,qwen3.5:9b,150,8,,,2,8.88,2,3,3
dalia|S8|w2050,dalia,main,qwen3.5:9b,150,8,,,3,11.12,2,3,2
dalia|S8|w2052,dalia,main,qwen3.5:9b,150,8,,,2,10.77,0,0,0
dalia|S8|w2053,dalia,main,qwen3.5:9b,150,8,,,4,12.49,0,0,0
dalia|S8|w2064,dalia,main,qwen3.5:9b,150,8,,,2,12.02,3,3,3
dalia|S8|w2067,dalia,main,qwen3.5:9b,150,8,,,7,11.32,3,3,3
dalia|S8|w2071,dalia,main,qwen3.5:9b,150,8,,,3,12.16,0,0,0
dalia|S8|w2073,dalia,main,qwen3.5:9b,150,8,,,2,7.94,3,3,3
dalia|S8|w2078,dalia,main,qwen3.5:9b,150,8,,,3,11.13,3,3,3
dalia|S8|w2084,dalia,main,qwen3.5:9b,150,8,,,3,10.74,0,0,0
dalia|S8|w2113,dalia,main,qwen3.5:9b,150,8,,,3,10.35,2,3,2
dalia|S8|w2117,dalia,main,qwen3.5:9b,150,8,,,1,12.19,3,3,3
dalia|S8|w2121,dalia,main,qwen3.5:9b,150,8,,,4,10.56,3,3,3
dalia|S8|w2128,dalia,main,qwen3.5:9b,150,8,,,4,12.02,2,3,2
dalia|S8|w2138,dalia,main,qwen3.5:9b,150,8,,,2,10.58,3,3,3
dalia|S8|w2140,dalia,main,qwen3.5:9b,150,8,,,3,14.13,2,3,2
dalia|S8|w2148,dalia,main,qwen3.5:9b,150,8,,,5,10.15,3,3,3
dalia|S8|w2149,dalia,main,qwen3.5:9b,150,8,,,2,8.73,3,3,3
dalia|S8|w2151,dalia,main,qwen3.5:9b,150,8,,,4,10.37,3,3,3
dalia|S8|w2153,dalia,main,qwen3.5:9b,150,8,,,3,11.72,2,3,2
dalia|S8|w2154,dalia,main,qwen3.5:9b,150,8,,,2,11.97,3,3,3
dalia|S8|w2156,dalia,main,qwen3.5:9b,150,8,,,3,9.75,2,3,2
dalia|S8|w2158,dalia,main,qwen3.5:9b,150,8,,,2,10.52,2,3,2
dalia|S8|w2168,dalia,main,qwen3.5:9b,150,8,,,2,11.26,3,3,3
dalia|S8|w2177,dalia,main,qwen3.5:9b,150,8,,,2,10.72,0,0,0
dalia|S8|w2179,dalia,main,qwen3.5:9b,150,8,,,3,12.84,2,3,2
dalia|S8|w2191,dalia,main,qwen3.5:9b,150,8,,,2,9.6,0,0,0
dalia|S8|w2193,dalia,main,qwen3.5:9b,150,8,,,3,11.44,0,0,0
dalia|S8|w2196,dalia,main,qwen3.5:9b,150,8,,,3,10.63,3,3,2
dalia|S8|w2208,dalia,main,qwen3.5:9b,150,8,,,3,10.87,3,3,3
dalia|S8|w2224,dalia,main,qwen3.5:9b,150,8,,,3,10.64,2,3,2
dalia|S8|w2231,dalia,main,qwen3.5:9b,150,8,,,2,10.23,2,3,2
dalia|S8|w2232,dalia,main,qwen3.5:9b,150,8,,,3,10.31,2,3,2
dalia|S8|w2233,dalia,main,qwen3.5:9b,150,8,,,2,10.04,2,3,2
dalia|S8|w2234,dalia,main,qwen3.5:9b,150,8,,,3,11.42,3,3,3
dalia|S8|w2238,dalia,main,qwen3.5:9b,150,8,,,4,10.29,3,3,3
dalia|S9|w2301,dalia,main,qwen3.5:9b,150,9,,,3,11.43,2,3,2
dalia|S9|w2302,dalia,main,qwen3.5:9b,150,9,,,2,10.78,3,3,3
dalia|S9|w2320,dalia,main,qwen3.5:9b,150,9,,,2,8.98,2,3,2
dalia|S9|w2340,dalia,main,qwen3.5:9b,150,9,,,4,12.28,0,0,0
dalia|S9|w2341,dalia,main,qwen3.5:9b,150,9,,,3,11.64,0,0,0
dalia|S9|w2344,dalia,main,qwen3.5:9b,150,9,,,5,11.36,3,3,3
dalia|S9|w2345,dalia,main,qwen3.5:9b,150,9,,,3,11.8,2,3,2
dalia|S9|w2346,dalia,main,qwen3.5:9b,150,9,,,3,11.24,2,3,2
dalia|S9|w2379,dalia,main,qwen3.5:9b,150,9,,,3,10.55,0,0,0
dalia|S9|w2401,dalia,main,qwen3.5:9b,150,9,,,1,10.8,3,3,3
dalia|S9|w2427,dalia,main,qwen3.5:9b,150,9,,,3,10.27,0,0,0
dalia|S9|w2442,dalia,main,qwen3.5:9b,150,9,,,3,10.83,0,0,0
dalia|S9|w2454,dalia,main,qwen3.5:9b,150,9,,,4,10.75,3,3,3
dalia|S9|w2474,dalia,main,qwen3.5:9b,150,9,,,2,9.24,3,3,3
dalia|S9|w2476,dalia,main,qwen3.5:9b,150,9,,,4,10.22,2,3,2
dalia|S9|w2477,dalia,main,qwen3.5:9b,150,9,,,3,9.97,3,3,3
dalia|S9|w2518,dalia,main,qwen3.5:9b,150,9,,,4,10.42,2,3,2
dalia|S9|w2519,dalia,main,qwen3.5:9b,150,9,,,3,10.18,0,0,0
dalia|S9|w2523,dalia,main,qwen3.5:9b,150,9,,,2,10.38,3,3,3
dalia|S10|w2524,dalia,main,qwen3.5:9b,150,10,,,3,11.93,0,0,0
dalia|S10|w2548,dalia,main,qwen3.5:9b,150,10,,,4,11.14,3,3,3
dalia|S10|w2565,dalia,main,qwen3.5:9b,150,10,,,6,10.54,3,3,3
dalia|S10|w2568,dalia,main,qwen3.5:9b,150,10,,,2,10.57,2,3,2
dalia|S10|w2570,dalia,main,qwen3.5:9b,150,10,,,3,11.17,0,0,0
dalia|S10|w2573,dalia,main,qwen3.5:9b,150,10,,,4,10.2,3,3,3
dalia|S10|w2574,dalia,main,qwen3.5:9b,150,10,,,2,8.35,2,3,3
dalia|S10|w2575,dalia,main,qwen3.5:9b,150,10,,,3,9.45,3,3,3
dalia|S10|w2576,dalia,main,qwen3.5:9b,150,10,,,4,10.24,3,3,3
dalia|S10|w2577,dalia,main,qwen3.5:9b,150,10,,,3,9.64,2,3,3
dalia|S10|w2581,dalia,main,qwen3.5:9b,150,10,,,2,9.45,2,3,2
dalia|S10|w2582,dalia,main,qwen3.5:9b,150,10,,,3,10.75,3,3,3
dalia|S10|w2619,dalia,main,qwen3.5:9b,150,10,,,2,9.78,2,3,2
dalia|S10|w2620,dalia,main,qwen3.5:9b,150,10,,,4,12.08,2,3,2
dalia|S10|w2621,dalia,main,qwen3.5:9b,150,10,,,2,12.23,3,3,3
dalia|S10|w2628,dalia,main,qwen3.5:9b,150,10,,,2,10.92,3,3,3
dalia|S10|w2652,dalia,main,qwen3.5:9b,150,10,,,2,11.33,2,3,3
dalia|S10|w2653,dalia,main,qwen3.5:9b,150,10,,,4,11.72,2,3,0
dalia|S10|w2687,dalia,main,qwen3.5:9b,150,10,,,3,10.1,3,3,3
dalia|S10|w2756,dalia,main,qwen3.5:9b,150,10,,,2,9.99,3,3,3
dalia|S10|w2829,dalia,main,qwen3.5:9b,150,10,,,3,9.49,2,3,2
dalia|S10|w2847,dalia,main,qwen3.5:9b,150,10,,,1,9.92,3,3,3
dalia|S11|w2917,dalia,main,qwen3.5:9b,150,11,,,2,10.85,3,3,3
dalia|S11|w2918,dalia,main,qwen3.5:9b,150,11,,,3,10.89,0,0,0
dalia|S11|w2930,dalia,main,qwen3.5:9b,150,11,,,2,9.95,3,3,3
dalia|S11|w2981,dalia,main,qwen3.5:9b,150,11,,,4,9.18,2,3,2
dalia|S11|w2986,dalia,main,qwen3.5:9b,150,11,,,3,9.25,3,3,3
dalia|S11|w2995,dalia,main,qwen3.5:9b,150,11,,,3,9.49,3,3,3
dalia|S11|w3000,dalia,main,qwen3.5:9b,150,11,,,7,13.08,3,3,3
dalia|S11|w3001,dalia,main,qwen3.5:9b,150,11,,,2,10.44,0,0,0
dalia|S11|w3006,dalia,main,qwen3.5:9b,150,11,,,5,11.58,3,3,3
dalia|S11|w3034,dalia,main,qwen3.5:9b,150,11,,,2,10.86,3,3,3
dalia|S11|w3098,dalia,main,qwen3.5:9b,150,11,,,3,11.36,2,3,2
dalia|S11|w3131,dalia,main,qwen3.5:9b,150,11,,,2,9.65,2,3,2
dalia|S11|w3161,dalia,main,qwen3.5:9b,150,11,,,3,9.89,2,3,2
dalia|S12|w3182,dalia,main,qwen3.5:9b,150,12,,,5,12.95,0,0,0
dalia|S12|w3194,dalia,main,qwen3.5:9b,150,12,,,5,12.04,3,3,3
dalia|S12|w3219,dalia,main,qwen3.5:9b,150,12,,,3,9.53,3,3,3
dalia|S12|w3220,dalia,main,qwen3.5:9b,150,12,,,5,13.83,2,3,2
dalia|S12|w3221,dalia,main,qwen3.5:9b,150,12,,,4,13.43,2,3,2
dalia|S12|w3222,dalia,main,qwen3.5:9b,150,12,,,4,11.2,3,3,3
dalia|S12|w3223,dalia,main,qwen3.5:9b,150,12,,,4,9.3,3,3,3
dalia|S12|w3224,dalia,main,qwen3.5:9b,150,12,,,5,11.52,2,3,2
dalia|S12|w3235,dalia,main,qwen3.5:9b,150,12,,,3,9.97,3,3,3
dalia|S12|w3247,dalia,main,qwen3.5:9b,150,12,,,3,10.38,3,3,3
dalia|S12|w3248,dalia,main,qwen3.5:9b,150,12,,,2,12.42,3,3,3
dalia|S12|w3258,dalia,main,qwen3.5:9b,150,12,,,0,10.12,3,3,3
dalia|S12|w3259,dalia,main,qwen3.5:9b,150,12,,,5,10.89,3,3,3
dalia|S12|w3260,dalia,main,qwen3.5:9b,150,12,,,3,11.04,2,3,2
dalia|S12|w3261,dalia,main,qwen3.5:9b,150,12,,,3,10.88,2,3,2
dalia|S12|w3262,dalia,main,qwen3.5:9b,150,12,,,3,9.14,3,3,3
dalia|S12|w3263,dalia,main,qwen3.5:9b,150,12,,,3,9.99,2,3,2
dalia|S12|w3264,dalia,main,qwen3.5:9b,150,12,,,3,9.56,3,3,3
dalia|S12|w3265,dalia,main,qwen3.5:9b,150,12,,,1,9.51,2,3,2
dalia|S12|w3266,dalia,main,qwen3.5:9b,150,12,,,4,11.65,2,3,2
dalia|S12|w3267,dalia,main,qwen3.5:9b,150,12,,,5,11.07,2,3,2
dalia|S12|w3268,dalia,main,qwen3.5:9b,150,12,,,4,10.01,2,3,2
dalia|S12|w3269,dalia,main,qwen3.5:9b,150,12,,,3,10.81,3,3,3
dalia|S12|w3270,dalia,main,qwen3.5:9b,150,12,,,5,11.03,3,3,3
dalia|S12|w3271,dalia,main,qwen3.5:9b,150,12,,,5,11.77,2,3,3
dalia|S12|w3272,dalia,main,qwen3.5:9b,150,12,,,3,12.19,2,3,2
dalia|S12|w3273,dalia,main,qwen3.5:9b,150,12,,,3,10.89,2,3,2
dalia|S12|w3274,dalia,main,qwen3.5:9b,150,12,,,2,11.54,2,3,2
dalia|S12|w3275,dalia,main,qwen3.5:9b,150,12,,,3,10.78,2,3,2
dalia|S12|w3276,dalia,main,qwen3.5:9b,150,12,,,3,12.45,2,3,0
dalia|S12|w3278,dalia,main,qwen3.5:9b,150,12,,,4,9.74,3,3,3
dalia|S12|w3284,dalia,main,qwen3.5:9b,150,12,,,2,9.44,2,3,2
dalia|S12|w3311,dalia,main,qwen3.5:9b,150,12,,,3,10.33,2,3,2
dalia|S12|w3323,dalia,main,qwen3.5:9b,150,12,,,1,10.27,3,3,3
dalia|S12|w3324,dalia,main,qwen3.5:9b,150,12,,,3,11.49,2,3,2
dalia|S12|w3332,dalia,main,qwen3.5:9b,150,12,,,3,11.66,3,3,3
dalia|S12|w3343,dalia,main,qwen3.5:9b,150,12,,,3,10.48,3,3,3
dalia|S12|w3361,dalia,main,qwen3.5:9b,150,12,,,3,11.32,0,0,0
dalia|S12|w3386,dalia,main,qwen3.5:9b,150,12,,,2,9.15,2,3,2
dalia|S12|w3435,dalia,main,qwen3.5:9b,150,12,,,4,10.94,2,3,2
dalia|S13|w3464,dalia,main,qwen3.5:9b,150,13,,,4,10.7,0,0,0
dalia|S13|w3476,dalia,main,qwen3.5:9b,150,13,,,3,11.2,0,0,0
dalia|S13|w3477,dalia,main,qwen3.5:9b,150,13,,,3,10.71,0,0,0
dalia|S13|w3482,dalia,main,qwen3.5:9b,150,13,,,2,9.73,0,0,0
dalia|S13|w3483,dalia,main,qwen3.5:9b,150,13,,,3,11.53,0,0,0
dalia|S13|w3540,dalia,main,qwen3.5:9b,150,13,,,3,10.12,2,3,2
dalia|S13|w3550,dalia,main,qwen3.5:9b,150,13,,,3,11.93,2,3,2
dalia|S13|w3554,dalia,main,qwen3.5:9b,150,13,,,4,10.02,2,3,3
dalia|S13|w3620,dalia,main,qwen3.5:9b,150,13,,,2,9.49,2,3,2
dalia|S13|w3632,dalia,main,qwen3.5:9b,150,13,,,3,10.94,0,0,0
